_non,DepartingPort,ArrivingPort,Airline,dep_lat,dep_lon,arr_lat,arr_lon,dep_iata,arr_iata
21017,sydney,darwin,All Airlines,-33.869,151.262,-12.41469955,130.8769989,RSE,DRW
21024,sydney,dubbo,All Airlines,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
21038,sydney,gold coast,All Airlines,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
21049,sydney,hamilton island,All Airlines,-33.869,151.262,-20.35810089,148.9519959,RSE,HTI
21054,sydney,hobart,All Airlines,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
21059,sydney,launceston,All Airlines,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
21088,sydney,melbourne,All Airlines,-33.869,151.262,-37.673302,144.843002,RSE,MEL
21089,sydney,melbourne,All Airlines,-33.869,151.262,-38.039398,144.468994,RSE,AVV
21090,sydney,melbourne,All Airlines,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
21091,sydney,melbourne,All Airlines,-33.869,151.262,-37.7281,144.901993,RSE,MEB
21115,sydney,perth,All Airlines,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
21116,sydney,perth,All Airlines,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
21127,sydney,port macquarie,All Airlines,-33.869,151.262,-31.43580055,152.8630066,RSE,PQQ
21142,sydney,tamworth,All Airlines,-33.869,151.262,-31.08390045,150.8470001,RSE,TMW
21149,sydney,townsville,All Airlines,-33.869,151.262,-19.25250053,146.7649994,RSE,TSV
21154,sydney,wagga wagga,All Airlines,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
21516,sydney,adelaide,Jetstar,-33.869,151.262,-34.945,138.531006,RSE,ADL
21546,sydney,brisbane,Jetstar,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
21547,sydney,brisbane,Jetstar,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
21589,sydney,melbourne,Jetstar,-33.869,151.262,-37.673302,144.843002,RSE,MEL
21590,sydney,melbourne,Jetstar,-33.869,151.262,-38.039398,144.468994,RSE,AVV
21591,sydney,melbourne,Jetstar,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
21592,sydney,melbourne,Jetstar,-33.869,151.262,-37.7281,144.901993,RSE,MEB
22237,sydney,adelaide,Qantas,-33.869,151.262,-34.945,138.531006,RSE,ADL
22267,sydney,brisbane,Qantas,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
22268,sydney,brisbane,Qantas,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
22286,sydney,cairns,Qantas,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
22300,sydney,gold coast,Qantas,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
22335,sydney,melbourne,Qantas,-33.869,151.262,-37.673302,144.843002,RSE,MEL
22336,sydney,melbourne,Qantas,-33.869,151.262,-38.039398,144.468994,RSE,AVV
22337,sydney,melbourne,Qantas,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
22338,sydney,melbourne,Qantas,-33.869,151.262,-37.7281,144.901993,RSE,MEB
22362,sydney,perth,Qantas,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
22363,sydney,perth,Qantas,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
22814,sydney,albury,QantasLink,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
22824,sydney,armidale,QantasLink,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
22837,sydney,canberra,QantasLink,-33.869,151.262,-35.30690002,149.1950073,RSE,CBR
22846,sydney,dubbo,QantasLink,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
22854,sydney,port macquarie,QantasLink,-33.869,151.262,-31.43580055,152.8630066,RSE,PQQ
22861,sydney,wagga wagga,QantasLink,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
22925,sydney,albury,Regional Express,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
22935,sydney,armidale,Regional Express,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
22942,sydney,dubbo,Regional Express,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
22947,sydney,wagga wagga,Regional Express,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
23885,sydney,adelaide,Virgin Australia,-33.869,151.262,-34.945,138.531006,RSE,ADL
23915,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
23916,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
23934,sydney,cairns,Virgin Australia,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
23945,sydney,canberra,Virgin Australia,-33.869,151.262,-35.30690002,149.1950073,RSE,CBR
23963,sydney,gold coast,Virgin Australia,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
23998,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.673302,144.843002,RSE,MEL
23999,sydney,melbourne,Virgin Australia,-33.869,151.262,-38.039398,144.468994,RSE,AVV
24000,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
24001,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.7281,144.901993,RSE,MEB
24025,sydney,perth,Virgin Australia,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
24026,sydney,perth,Virgin Australia,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
24037,sydney,port macquarie,Virgin Australia,-33.869,151.262,-31.43580055,152.8630066,RSE,PQQ
25047,sydney,adelaide,All Airlines,-33.869,151.262,-34.945,138.531006,RSE,ADL
25059,sydney,albury,All Airlines,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
25069,sydney,armidale,All Airlines,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
25097,sydney,brisbane,All Airlines,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
25098,sydney,brisbane,All Airlines,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
25116,sydney,cairns,All Airlines,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
25127,sydney,canberra,All Airlines,-33.869,151.262,-35.30690002,149.1950073,RSE,CBR
25136,sydney,dubbo,All Airlines,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
25150,sydney,gold coast,All Airlines,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
25185,sydney,melbourne,All Airlines,-33.869,151.262,-37.673302,144.843002,RSE,MEL
25186,sydney,melbourne,All Airlines,-33.869,151.262,-38.039398,144.468994,RSE,AVV
25187,sydney,melbourne,All Airlines,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
25188,sydney,melbourne,All Airlines,-33.869,151.262,-37.7281,144.901993,RSE,MEB
25212,sydney,perth,All Airlines,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
25213,sydney,perth,All Airlines,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
25224,sydney,port macquarie,All Airlines,-33.869,151.262,-31.43580055,152.8630066,RSE,PQQ
25231,sydney,wagga wagga,All Airlines,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
25570,sydney,ballina,Jetstar,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
25598,sydney,brisbane,Jetstar,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
25599,sydney,brisbane,Jetstar,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
25641,sydney,melbourne,Jetstar,-33.869,151.262,-37.673302,144.843002,RSE,MEL
25642,sydney,melbourne,Jetstar,-33.869,151.262,-38.039398,144.468994,RSE,AVV
25643,sydney,melbourne,Jetstar,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
25644,sydney,melbourne,Jetstar,-33.869,151.262,-37.7281,144.901993,RSE,MEB
25980,sydney,brisbane,Qantas,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
25981,sydney,brisbane,Qantas,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
26023,sydney,melbourne,Qantas,-33.869,151.262,-37.673302,144.843002,RSE,MEL
26024,sydney,melbourne,Qantas,-33.869,151.262,-38.039398,144.468994,RSE,AVV
26025,sydney,melbourne,Qantas,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
26026,sydney,melbourne,Qantas,-33.869,151.262,-37.7281,144.901993,RSE,MEB
26229,sydney,albury,QantasLink,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
26236,sydney,dubbo,QantasLink,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
26241,sydney,wagga wagga,QantasLink,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
26305,sydney,albury,Regional Express,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
26315,sydney,ballina,Regional Express,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
26322,sydney,dubbo,Regional Express,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
26327,sydney,wagga wagga,Regional Express,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
26856,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
26857,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
26899,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.673302,144.843002,RSE,MEL
26900,sydney,melbourne,Virgin Australia,-33.869,151.262,-38.039398,144.468994,RSE,AVV
26901,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
26902,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.7281,144.901993,RSE,MEB
27520,sydney,albury,All Airlines,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
27530,sydney,ballina,All Airlines,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
27558,sydney,brisbane,All Airlines,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
27559,sydney,brisbane,All Airlines,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
27577,sydney,dubbo,All Airlines,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
27606,sydney,melbourne,All Airlines,-33.869,151.262,-37.673302,144.843002,RSE,MEL
27607,sydney,melbourne,All Airlines,-33.869,151.262,-38.039398,144.468994,RSE,AVV
27608,sydney,melbourne,All Airlines,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
27609,sydney,melbourne,All Airlines,-33.869,151.262,-37.7281,144.901993,RSE,MEB
27627,sydney,wagga wagga,All Airlines,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
27986,sydney,ballina,Jetstar,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
28014,sydney,brisbane,Jetstar,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
28015,sydney,brisbane,Jetstar,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
28042,sydney,gold coast,Jetstar,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
28077,sydney,melbourne,Jetstar,-33.869,151.262,-37.673302,144.843002,RSE,MEL
28078,sydney,melbourne,Jetstar,-33.869,151.262,-38.039398,144.468994,RSE,AVV
28079,sydney,melbourne,Jetstar,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
28080,sydney,melbourne,Jetstar,-33.869,151.262,-37.7281,144.901993,RSE,MEB
28559,sydney,brisbane,Qantas,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
28560,sydney,brisbane,Qantas,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
28602,sydney,melbourne,Qantas,-33.869,151.262,-37.673302,144.843002,RSE,MEL
28603,sydney,melbourne,Qantas,-33.869,151.262,-38.039398,144.468994,RSE,AVV
28604,sydney,melbourne,Qantas,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
28605,sydney,melbourne,Qantas,-33.869,151.262,-37.7281,144.901993,RSE,MEB
28629,sydney,perth,Qantas,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
28630,sydney,perth,Qantas,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
28965,sydney,albury,QantasLink,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
28972,sydney,dubbo,QantasLink,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
28977,sydney,wagga wagga,QantasLink,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
29041,sydney,albury,Regional Express,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
29051,sydney,ballina,Regional Express,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
29058,sydney,dubbo,Regional Express,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
29063,sydney,wagga wagga,Regional Express,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
29767,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
29768,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
29795,sydney,gold coast,Virgin Australia,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
29830,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.673302,144.843002,RSE,MEL
29831,sydney,melbourne,Virgin Australia,-33.869,151.262,-38.039398,144.468994,RSE,AVV
29832,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
29833,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.7281,144.901993,RSE,MEB
29857,sydney,perth,Virgin Australia,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
29858,sydney,perth,Virgin Australia,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
30611,sydney,albury,All Airlines,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
30621,sydney,ballina,All Airlines,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
30649,sydney,brisbane,All Airlines,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
30650,sydney,brisbane,All Airlines,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
30668,sydney,dubbo,All Airlines,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
30682,sydney,gold coast,All Airlines,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
30717,sydney,melbourne,All Airlines,-33.869,151.262,-37.673302,144.843002,RSE,MEL
30718,sydney,melbourne,All Airlines,-33.869,151.262,-38.039398,144.468994,RSE,AVV
30719,sydney,melbourne,All Airlines,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
30720,sydney,melbourne,All Airlines,-33.869,151.262,-37.7281,144.901993,RSE,MEB
30744,sydney,perth,All Airlines,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
30745,sydney,perth,All Airlines,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
30753,sydney,wagga wagga,All Airlines,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
31323,sydney,adelaide,Jetstar,-33.869,151.262,-34.945,138.531006,RSE,ADL
31335,sydney,ballina,Jetstar,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
31363,sydney,brisbane,Jetstar,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
31364,sydney,brisbane,Jetstar,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
31382,sydney,cairns,Jetstar,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
31396,sydney,gold coast,Jetstar,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
31407,sydney,hobart,Jetstar,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
31412,sydney,launceston,Jetstar,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
31441,sydney,melbourne,Jetstar,-33.869,151.262,-37.673302,144.843002,RSE,MEL
31442,sydney,melbourne,Jetstar,-33.869,151.262,-38.039398,144.468994,RSE,AVV
31443,sydney,melbourne,Jetstar,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
31444,sydney,melbourne,Jetstar,-33.869,151.262,-37.7281,144.901993,RSE,MEB
32241,sydney,adelaide,Qantas,-33.869,151.262,-34.945,138.531006,RSE,ADL
32271,sydney,brisbane,Qantas,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
32272,sydney,brisbane,Qantas,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
32290,sydney,cairns,Qantas,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
32304,sydney,gold coast,Qantas,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
32339,sydney,melbourne,Qantas,-33.869,151.262,-37.673302,144.843002,RSE,MEL
32340,sydney,melbourne,Qantas,-33.869,151.262,-38.039398,144.468994,RSE,AVV
32341,sydney,melbourne,Qantas,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
32342,sydney,melbourne,Qantas,-33.869,151.262,-37.7281,144.901993,RSE,MEB
32366,sydney,perth,Qantas,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
32367,sydney,perth,Qantas,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
32837,sydney,albury,QantasLink,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
32847,sydney,armidale,QantasLink,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
32875,sydney,brisbane,QantasLink,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
32876,sydney,brisbane,QantasLink,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
32894,sydney,coffs harbour,QantasLink,-33.869,151.262,-30.32060051,153.1159973,RSE,CFS
32899,sydney,dubbo,QantasLink,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
32904,sydney,wagga wagga,QantasLink,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
32978,sydney,albury,Regional Express,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
32988,sydney,armidale,Regional Express,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
32998,sydney,ballina,Regional Express,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
33005,sydney,dubbo,Regional Express,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
33010,sydney,wagga wagga,Regional Express,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
34022,sydney,adelaide,Virgin Australia,-33.869,151.262,-34.945,138.531006,RSE,ADL
34034,sydney,ballina,Virgin Australia,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
34062,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
34063,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
34081,sydney,cairns,Virgin Australia,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
34086,sydney,coffs harbour,Virgin Australia,-33.869,151.262,-30.32060051,153.1159973,RSE,CFS
34100,sydney,gold coast,Virgin Australia,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
34111,sydney,hobart,Virgin Australia,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
34116,sydney,launceston,Virgin Australia,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
34145,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.673302,144.843002,RSE,MEL
34146,sydney,melbourne,Virgin Australia,-33.869,151.262,-38.039398,144.468994,RSE,AVV
34147,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
34148,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.7281,144.901993,RSE,MEB
34172,sydney,perth,Virgin Australia,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
34173,sydney,perth,Virgin Australia,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
35257,sydney,adelaide,All Airlines,-33.869,151.262,-34.945,138.531006,RSE,ADL
35269,sydney,albury,All Airlines,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
35279,sydney,armidale,All Airlines,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
35289,sydney,ballina,All Airlines,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
35317,sydney,brisbane,All Airlines,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
35318,sydney,brisbane,All Airlines,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
35336,sydney,cairns,All Airlines,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
35341,sydney,coffs harbour,All Airlines,-33.869,151.262,-30.32060051,153.1159973,RSE,CFS
35346,sydney,dubbo,All Airlines,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
35360,sydney,gold coast,All Airlines,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
35371,sydney,hobart,All Airlines,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
35376,sydney,launceston,All Airlines,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
35405,sydney,melbourne,All Airlines,-33.869,151.262,-37.673302,144.843002,RSE,MEL
35406,sydney,melbourne,All Airlines,-33.869,151.262,-38.039398,144.468994,RSE,AVV
35407,sydney,melbourne,All Airlines,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
35408,sydney,melbourne,All Airlines,-33.869,151.262,-37.7281,144.901993,RSE,MEB
35432,sydney,perth,All Airlines,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
35433,sydney,perth,All Airlines,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
35446,sydney,wagga wagga,All Airlines,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
36045,sydney,adelaide,Jetstar,-33.869,151.262,-34.945,138.531006,RSE,ADL
36057,sydney,ballina,Jetstar,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
36085,sydney,brisbane,Jetstar,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
36086,sydney,brisbane,Jetstar,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
36104,sydney,hobart,Jetstar,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
36109,sydney,launceston,Jetstar,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
36138,sydney,melbourne,Jetstar,-33.869,151.262,-37.673302,144.843002,RSE,MEL
36139,sydney,melbourne,Jetstar,-33.869,151.262,-38.039398,144.468994,RSE,AVV
36140,sydney,melbourne,Jetstar,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
36141,sydney,melbourne,Jetstar,-33.869,151.262,-37.7281,144.901993,RSE,MEB
36633,sydney,brisbane,Qantas,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
36634,sydney,brisbane,Qantas,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
36652,sydney,cairns,Qantas,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
36666,sydney,gold coast,Qantas,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
36701,sydney,melbourne,Qantas,-33.869,151.262,-37.673302,144.843002,RSE,MEL
36702,sydney,melbourne,Qantas,-33.869,151.262,-38.039398,144.468994,RSE,AVV
36703,sydney,melbourne,Qantas,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
36704,sydney,melbourne,Qantas,-33.869,151.262,-37.7281,144.901993,RSE,MEB
36728,sydney,perth,Qantas,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
36729,sydney,perth,Qantas,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
37193,sydney,albury,QantasLink,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
37203,sydney,armidale,QantasLink,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
37213,sydney,ballina,QantasLink,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
37220,sydney,coffs harbour,QantasLink,-33.869,151.262,-30.32060051,153.1159973,RSE,CFS
37225,sydney,dubbo,QantasLink,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
37230,sydney,wagga wagga,QantasLink,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
37312,sydney,albury,Regional Express,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
37322,sydney,armidale,Regional Express,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
37332,sydney,ballina,Regional Express,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
37339,sydney,dubbo,Regional Express,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
37344,sydney,wagga wagga,Regional Express,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
38394,sydney,adelaide,Virgin Australia,-33.869,151.262,-34.945,138.531006,RSE,ADL
38406,sydney,ballina,Virgin Australia,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
38434,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
38435,sydney,brisbane,Virgin Australia,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
38453,sydney,cairns,Virgin Australia,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
38458,sydney,coffs harbour,Virgin Australia,-33.869,151.262,-30.32060051,153.1159973,RSE,CFS
38472,sydney,gold coast,Virgin Australia,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
38483,sydney,hobart,Virgin Australia,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
38488,sydney,launceston,Virgin Australia,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
38517,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.673302,144.843002,RSE,MEL
38518,sydney,melbourne,Virgin Australia,-33.869,151.262,-38.039398,144.468994,RSE,AVV
38519,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
38520,sydney,melbourne,Virgin Australia,-33.869,151.262,-37.7281,144.901993,RSE,MEB
38544,sydney,perth,Virgin Australia,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
38545,sydney,perth,Virgin Australia,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
39662,sydney,adelaide,All Airlines,-33.869,151.262,-34.945,138.531006,RSE,ADL
39674,sydney,albury,All Airlines,-33.869,151.262,-36.06779861,146.9579926,RSE,ABX
39684,sydney,armidale,All Airlines,-33.869,151.262,-30.52809906,151.6170044,RSE,ARM
39694,sydney,ballina,All Airlines,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
39722,sydney,brisbane,All Airlines,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
39723,sydney,brisbane,All Airlines,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
39741,sydney,cairns,All Airlines,-33.869,151.262,-16.88579941,145.7550049,RSE,CNS
39746,sydney,coffs harbour,All Airlines,-33.869,151.262,-30.32060051,153.1159973,RSE,CFS
39751,sydney,dubbo,All Airlines,-33.869,151.262,-32.21670151,148.5749969,RSE,DBO
39765,sydney,gold coast,All Airlines,-33.869,151.262,-28.1644001,153.5050049,RSE,OOL
39776,sydney,hobart,All Airlines,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
39781,sydney,launceston,All Airlines,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
39810,sydney,melbourne,All Airlines,-33.869,151.262,-37.673302,144.843002,RSE,MEL
39811,sydney,melbourne,All Airlines,-33.869,151.262,-38.039398,144.468994,RSE,AVV
39812,sydney,melbourne,All Airlines,-33.869,151.262,-37.97579956,145.102005,RSE,MBW
39813,sydney,melbourne,All Airlines,-33.869,151.262,-37.7281,144.901993,RSE,MEB
39837,sydney,perth,All Airlines,-33.869,151.262,-31.94029999,115.9670029,RSE,PER
39838,sydney,perth,All Airlines,-33.869,151.262,-32.09749985,115.8809967,RSE,JAD
39846,sydney,wagga wagga,All Airlines,-33.869,151.262,-35.16529846,147.4660034,RSE,WGA
40445,sydney,adelaide,Jetstar,-33.869,151.262,-34.945,138.531006,RSE,ADL
40457,sydney,ballina,Jetstar,-33.869,151.262,-28.83390045,153.5619965,RSE,BNK
40485,sydney,brisbane,Jetstar,-33.869,151.262,-27.38419914,153.1170044,RSE,BNE
40486,sydney,brisbane,Jetstar,-33.869,151.262,-27.57029915,153.0079956,RSE,ACF
40504,sydney,hobart,Jetstar,-33.869,151.262,-42.83610153,147.5099945,RSE,HBA
40509,sydney,launceston,Jetstar,-33.869,151.262,-41.54529953,147.2140045,RSE,LST
