_non,DepartingPort,ArrivingPort,Airline,dep_lat,dep_lon,arr_lat,arr_lon,dep_iata,arr_iata
92,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
93,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
95,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
96,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
2952,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
2953,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
2955,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
2956,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
4014,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
4015,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
4017,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
4018,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
5797,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
5798,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
5800,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
5801,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
7473,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
7474,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
7476,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
7477,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
10329,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
10330,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
10332,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
10333,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
11365,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
11366,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
11368,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
11369,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
13142,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
13143,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
13145,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
13146,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
14816,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
14817,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
14819,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
14820,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
17646,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
17647,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
17649,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
17650,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
17846,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
17847,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
17849,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
17850,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
19623,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
19624,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
19626,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
19627,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
25274,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
25275,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
25277,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
25278,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
26262,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
26263,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
26265,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
26266,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
26995,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
26996,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
26998,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
26999,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
27670,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
27671,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
27673,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
27674,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
28998,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
28999,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
29001,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
29002,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
29923,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
29924,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
29926,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
29927,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
30835,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
30836,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
30838,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
30839,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
32935,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
32936,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
32938,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
32939,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
33099,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
33100,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
33102,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
33103,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
34307,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
34308,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
34310,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
34311,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
35540,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
35541,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
35543,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
35544,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
36765,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
36766,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
36768,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
36769,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
37269,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
37270,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
37272,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
37273,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
37445,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
37446,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
37448,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
37449,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
38686,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
38687,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
38689,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
38690,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
39940,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
39941,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
39943,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
39944,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
41161,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
41162,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
41164,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
41165,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
41617,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
41618,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
41620,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
41621,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
41793,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
41794,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
41796,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
41797,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
42984,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
42985,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
42987,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
42988,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
44188,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
44189,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
44191,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
44192,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
45484,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
45485,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
45487,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
45488,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
45917,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
45918,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
45920,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
45921,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
46102,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
46103,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
46105,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
46106,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
47273,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
47274,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
47276,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
47277,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
48463,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
48464,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
48466,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
48467,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
49380,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
49381,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
49383,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
49384,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
50159,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
50160,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
50162,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
50163,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
50700,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
50701,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
50703,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
50704,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
50885,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
50886,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
50888,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
50889,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
52321,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
52322,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
52324,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
52325,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
53764,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
53765,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
53767,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
53768,ballina,sydney,Jetstar,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
54825,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
54826,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
54828,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
54829,ballina,sydney,Qantas,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
55857,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
55858,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
55860,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
55861,ballina,sydney,QantasLink,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
56456,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
56457,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
56459,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
56460,ballina,sydney,Regional Express,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
56641,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
56642,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
56644,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
56645,ballina,sydney,Virgin Australia,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
58122,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.94609833,151.177002,BNK,SYD
58123,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.92440033,150.9880066,BNK,BWU
58125,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.869,151.262,BNK,RSE
58126,ballina,sydney,All Airlines,-28.83390045,153.5619965,-33.5871,151.3234,BNK,LBH
400,gold coast,adelaide,Jetstar,-28.1644001,153.5050049,-34.945,138.531006,OOL,ADL
412,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
413,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
414,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
415,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
448,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
449,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
451,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
452,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
1547,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
1548,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
1549,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
1550,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
1583,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
1584,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
1586,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
1587,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
2555,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
2556,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
2558,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
2559,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
3379,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
3380,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
3381,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
3382,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
3415,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
3416,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
3418,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
3419,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
4603,gold coast,adelaide,Virgin Australia,-28.1644001,153.5050049,-34.945,138.531006,OOL,ADL
4615,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
4616,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
4617,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
4618,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
4651,gold coast,sydney,Virgin Australia,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
4652,gold coast,sydney,Virgin Australia,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
4654,gold coast,sydney,Virgin Australia,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
4655,gold coast,sydney,Virgin Australia,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
6394,gold coast,adelaide,All Airlines,-28.1644001,153.5050049,-34.945,138.531006,OOL,ADL
6406,gold coast,melbourne,All Airlines,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
6407,gold coast,melbourne,All Airlines,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
6408,gold coast,melbourne,All Airlines,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
6409,gold coast,melbourne,All Airlines,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
6442,gold coast,sydney,All Airlines,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
6443,gold coast,sydney,All Airlines,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
6445,gold coast,sydney,All Airlines,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
6446,gold coast,sydney,All Airlines,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
7781,gold coast,adelaide,Jetstar,-28.1644001,153.5050049,-34.945,138.531006,OOL,ADL
7793,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
7794,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
7795,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
7796,gold coast,melbourne,Jetstar,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
7829,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
7830,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
7832,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
7833,gold coast,sydney,Jetstar,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
8928,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
8929,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
8930,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
8931,gold coast,melbourne,Qantas,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
8964,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
8965,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
8967,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
8968,gold coast,sydney,Qantas,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
9932,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
9933,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
9935,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
9936,gold coast,sydney,QantasLink,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
10724,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
10725,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
10726,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
10727,gold coast,melbourne,Tigerair Australia,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
10760,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
10761,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.92440033,150.9880066,OOL,BWU
10763,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.869,151.262,OOL,RSE
10764,gold coast,sydney,Tigerair Australia,-28.1644001,153.5050049,-33.5871,151.3234,OOL,LBH
11954,gold coast,adelaide,Virgin Australia,-28.1644001,153.5050049,-34.945,138.531006,OOL,ADL
11966,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-37.673302,144.843002,OOL,MEL
11967,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-38.039398,144.468994,OOL,AVV
11968,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-37.97579956,145.102005,OOL,MBW
11969,gold coast,melbourne,Virgin Australia,-28.1644001,153.5050049,-37.7281,144.901993,OOL,MEB
12002,gold coast,sydney,Virgin Australia,-28.1644001,153.5050049,-33.94609833,151.177002,OOL,SYD
