_id,city1,city2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
20695,ayers rock,sydney,Dec-16,12750,106,68.0,2181,27807750,40869759,18739,2016,12
20696,ayers rock,sydney,Jan-17,13440,106,71.8,2181,29312640,40802148,18708,2017,1
20697,ayers rock,sydney,Feb-17,13948,104,76.3,2181,30420588,39851232,18272,2017,2
20698,ayers rock,sydney,Mar-17,16796,118,80.5,2181,36632076,45513108,20868,2017,3
20699,ayers rock,sydney,Apr-17,16405,120,77.5,2181,35779305,46193580,21180,2017,4
20700,ayers rock,sydney,May-17,15643,123,71.9,2181,34117383,47476008,21768,2017,5
20701,ayers rock,sydney,Jun-17,15487,120,72.7,2181,33777147,46455300,21300,2017,6
20702,ayers rock,sydney,Jul-17,17676,124,80.8,2181,38551356,47733366,21886,2017,7
20703,ayers rock,sydney,Aug-17,17824,124,81.0,2181,38874144,48003810,22010,2017,8
20704,ayers rock,sydney,Sep-17,17101,120,80.7,2181,37297281,46193580,21180,2017,9
20705,ayers rock,sydney,Oct-17,17549,122,81.8,2181,38274369,46812984,21464,2017,10
20706,ayers rock,sydney,Nov-17,15670,104,85.3,2181,34176270,40043160,18360,2017,11
20707,ayers rock,sydney,Dec-17,13940,106,74.7,2181,30403140,40693098,18658,2017,12
20708,ayers rock,sydney,Jan-18,13997,106,74.8,2181,30527457,40802148,18708,2018,1
20709,ayers rock,sydney,Feb-18,14682,104,79.1,2181,32021442,40496808,18568,2018,2
20710,ayers rock,sydney,Mar-18,17641,116,85.5,2181,38475021,45024564,20644,2018,3
20711,ayers rock,sydney,Apr-18,16730,119,79.0,2181,36488130,46193580,21180,2018,4
20712,ayers rock,sydney,May-18,16809,124,75.9,2181,36660429,48322236,22156,2018,5
20713,ayers rock,sydney,Jun-18,16561,120,77.4,2181,36119541,46664676,21396,2018,6
20714,ayers rock,sydney,Jul-18,17984,124,81.6,2181,39223104,48077964,22044,2018,7
20715,ayers rock,sydney,Aug-18,18498,124,83.5,2181,40344138,48317874,22154,2018,8
20716,ayers rock,sydney,Sep-18,16797,120,78.2,2181,36634257,46847880,21480,2018,9
20717,ayers rock,sydney,Oct-18,16925,124,76.3,2181,36913425,48370218,22178,2018,10
20718,ayers rock,sydney,Nov-18,15487,112,77.4,2181,33777147,43654896,20016,2018,11
20719,ayers rock,sydney,Dec-18,12640,112,63.7,2181,27567840,43244868,19828,2018,12
20720,ayers rock,sydney,Jan-19,13211,116,64.1,2181,28813191,44946048,20608,2019,1
20721,ayers rock,sydney,Feb-19,12502,104,69.4,2181,27266862,39310344,18024,2019,2
20722,ayers rock,sydney,Mar-19,16481,114,82.0,2181,35945061,43811928,20088,2019,3
20723,ayers rock,sydney,Apr-19,17085,120,79.7,2181,37262385,46773726,21446,2019,4
20724,ayers rock,sydney,May-19,18161,124,81.8,2181,39609141,48418200,22200,2019,5
20725,ayers rock,sydney,Jun-19,17749,120,83.1,2181,38710569,46559988,21348,2019,6
20726,ayers rock,sydney,Jul-19,18621,124,83.7,2181,40612401,48522888,22248,2019,7
20727,ayers rock,sydney,Aug-19,19685,124,88.8,2181,42932985,48326598,22158,2019,8
20728,ayers rock,sydney,Sep-19,18580,120,86.4,2181,40522980,46926396,21516,2019,9
20729,ayers rock,sydney,Oct-19,18614,123,84.1,2181,40597134,48278616,22136,2019,10
20730,ayers rock,sydney,Nov-19,14341,110,73.0,2181,31277721,42843564,19644,2019,11
20731,ayers rock,sydney,Dec-19,11134,114,54.9,2181,24283254,44206689,20269,2019,12
20732,ayers rock,sydney,Jan-20,11470,114,56.7,2181,25016070,44143440,20240,2020,1
20733,ayers rock,sydney,Feb-20,9602,104,52.7,2181,20941962,39737820,18220,2020,2
20734,ayers rock,sydney,Mar-20,8217,91,50.8,2181,17921277,35262408,16168,2020,3
20735,ayers rock,sydney,Apr-20,0,0,0.0,2181,0,0,0,2020,4
20736,ayers rock,sydney,May-20,0,0,0.0,2181,0,0,0,2020,5
20737,ayers rock,sydney,Jun-20,0,0,0.0,2181,0,0,0,2020,6
20738,ayers rock,sydney,Jul-20,0,0,0.0,2181,0,0,0,2020,7
20739,ayers rock,sydney,Aug-20,0,0,0.0,2181,0,0,0,2020,8
20740,ayers rock,sydney,Sep-20,0,0,0.0,2181,0,0,0,2020,9
20741,ayers rock,sydney,Oct-20,0,0,0.0,2181,0,0,0,2020,10
20742,ayers rock,sydney,Nov-20,0,0,0.0,2181,0,0,0,2020,11
20743,ayers rock,sydney,Dec-20,0,0,0.0,2181,0,0,0,2020,12
20744,ayers rock,sydney,Jan-21,0,0,0.0,2181,0,0,0,2021,1
20745,ayers rock,sydney,Feb-21,0,0,0.0,2181,0,0,0,2021,2
20746,ayers rock,sydney,Mar-21,0,0,0.0,2181,0,0,0,2021,3
20747,ayers rock,sydney,Apr-21,0,0,0.0,2181,0,0,0,2021,4
20748,ayers rock,sydney,May-21,0,0,0.0,2181,0,0,0,2021,5
20749,ayers rock,sydney,Jun-21,0,0,0.0,2181,0,0,0,2021,6
20750,ayers rock,sydney,Jul-21,0,0,0.0,2181,0,0,0,2021,7
20751,ayers rock,sydney,Aug-21,0,0,0.0,2181,0,0,0,2021,8
20752,ayers rock,sydney,Sep-21,0,0,0.0,2181,0,0,0,2021,9
20753,ayers rock,sydney,Oct-21,0,0,0.0,2181,0,0,0,2021,10
20754,ayers rock,sydney,Nov-21,0,0,0.0,2181,0,0,0,2021,11
20755,ayers rock,sydney,Dec-21,0,0,0.0,2181,0,0,0,2021,12
20756,ayers rock,sydney,Jan-22,0,0,0.0,2181,0,0,0,2022,1
20757,ayers rock,sydney,Feb-22,0,0,0.0,2181,0,0,0,2022,2
20758,ayers rock,sydney,Mar-22,0,0,0.0,2181,0,0,0,2022,3
20759,ayers rock,sydney,Apr-22,0,0,0.0,2181,0,0,0,2022,4
20760,ayers rock,sydney,May-22,0,0,0.0,2181,0,0,0,2022,5
20761,ayers rock,sydney,Jun-22,0,0,0.0,2181,0,0,0,2022,6
20762,ayers rock,sydney,Jul-22,0,0,0.0,2181,0,0,0,2022,7
20763,ayers rock,sydney,Aug-22,0,0,0.0,2181,0,0,0,2022,8
20764,ayers rock,sydney,Sep-22,0,0,0.0,2181,0,0,0,2022,9
20765,ayers rock,sydney,Oct-22,0,0,0.0,2181,0,0,0,2022,10
20766,ayers rock,sydney,Nov-22,0,0,0.0,2181,0,0,0,2022,11
20767,ayers rock,sydney,Dec-22,0,0,0.0,2181,0,0,0,2022,12
20768,ayers rock,sydney,Jan-23,0,0,0.0,2181,0,0,0,2023,1
20769,ayers rock,sydney,Feb-23,0,0,0.0,2181,0,0,0,2023,2
20770,ayers rock,sydney,Mar-23,0,0,0.0,2181,0,0,0,2023,3
20771,ayers rock,sydney,Apr-23,0,0,0.0,2181,0,0,0,2023,4
20772,ayers rock,sydney,May-23,0,0,0.0,2181,0,0,0,2023,5
20773,ayers rock,sydney,Jun-23,0,0,0.0,2181,0,0,0,2023,6
20774,ayers rock,sydney,Jul-23,0,0,0.0,2181,0,0,0,2023,7
20775,ayers rock,sydney,Aug-23,0,0,0.0,2181,0,0,0,2023,8
20776,ayers rock,sydney,Sep-23,0,0,0.0,2181,0,0,0,2023,9
20777,ayers rock,sydney,Oct-23,0,0,0.0,2181,0,0,0,2023,10
20778,ayers rock,sydney,Nov-23,0,0,0.0,2181,0,0,0,2023,11
20779,ayers rock,sydney,Dec-23,0,0,0.0,2181,0,0,0,2023,12
20780,ayers rock,sydney,Jan-24,0,0,0.0,2181,0,0,0,2024,1
20781,bundaberg,brisbane,Jul-14,13751,322,63.4,287,3946537,6227326,21698,2014,7
20782,bundaberg,brisbane,Aug-14,13579,319,63.6,287,3897173,6128024,21352,2014,8
20783,bundaberg,brisbane,Sep-14,13492,311,64.8,287,3872204,5973044,20812,2014,9
20784,bundaberg,brisbane,Oct-14,14350,325,66.9,287,4118450,6154141,21443,2014,10
20785,bundaberg,brisbane,Nov-14,12786,303,64.4,287,3669582,5695515,19845,2014,11
20786,bundaberg,brisbane,Dec-14,14025,320,66.9,287,4025175,6016094,20962,2014,12
20787,bundaberg,brisbane,Jan-15,11919,314,57.6,287,3420753,5935160,20680,2015,1
20788,bundaberg,brisbane,Feb-15,10219,268,57.5,287,2932853,5098268,17764,2015,2
20789,bundaberg,brisbane,Mar-15,13495,333,61.9,287,3873065,6256026,21798,2015,3
20790,bundaberg,brisbane,Apr-15,13116,328,66.0,287,3764292,5705560,19880,2015,4
20791,bundaberg,brisbane,May-15,13096,345,64.0,287,3758552,5875464,20472,2015,5
20792,bundaberg,brisbane,Jun-15,12604,339,62.4,287,3617348,5792808,20184,2015,6
20793,bundaberg,brisbane,Jul-15,13916,346,67.3,287,3993892,5934586,20678,2015,7
20794,bundaberg,brisbane,Aug-15,13133,351,63.0,287,3769171,5978784,20832,2015,8
20795,bundaberg,brisbane,Sep-15,13865,341,67.4,287,3979255,5907608,20584,2015,9
20796,bundaberg,brisbane,Oct-15,14662,350,68.9,287,4207994,6110804,21292,2015,10
20797,bundaberg,brisbane,Nov-15,13669,343,65.3,287,3923003,6005188,20924,2015,11
20798,bundaberg,brisbane,Dec-15,15028,346,70.3,287,4313036,6138356,21388,2015,12
20799,bundaberg,brisbane,Jan-16,12808,318,62.5,287,3675896,5885796,20508,2016,1
20800,bundaberg,brisbane,Feb-16,12631,312,67.4,287,3625097,5376084,18732,2016,2
20801,bundaberg,brisbane,Mar-16,13921,331,69.3,287,3995327,5765830,20090,2016,3
20802,bundaberg,brisbane,Apr-16,14589,321,70.4,287,4187043,5949510,20730,2016,4
20803,bundaberg,brisbane,May-16,14539,330,68.5,287,4172693,6088992,21216,2016,5
20804,bundaberg,brisbane,Jun-16,14351,324,74.5,287,4118737,5531064,19272,2016,6
20805,bundaberg,brisbane,Jul-16,15014,322,71.9,287,4309018,5994856,20888,2016,7
20806,bundaberg,brisbane,Aug-16,14487,340,72.1,287,4157769,5764108,20084,2016,8
20807,bundaberg,brisbane,Sep-16,14911,328,76.9,287,4279457,5564643,19389,2016,9
20808,bundaberg,brisbane,Oct-16,15427,328,80.4,287,4427549,5506382,19186,2016,10
20809,bundaberg,brisbane,Nov-16,14742,319,79.0,287,4230954,5355994,18662,2016,11
20810,bundaberg,brisbane,Dec-16,15328,328,76.9,287,4399136,5719910,19930,2016,12
20811,bundaberg,brisbane,Jan-17,14004,322,71.7,287,4019148,5609128,19544,2017,1
20812,bundaberg,brisbane,Feb-17,12590,294,70.1,287,3613330,5155955,17965,2017,2
20813,bundaberg,brisbane,Mar-17,14104,317,76.0,287,4047848,5327294,18562,2017,3
20814,bundaberg,brisbane,Apr-17,14199,318,75.5,287,4075113,5398470,18810,2017,4
20815,bundaberg,brisbane,May-17,15056,335,75.9,287,4321072,5694367,19841,2017,5
20816,bundaberg,brisbane,Jun-17,14532,324,77.3,287,4170684,5396748,18804,2017,6
20817,bundaberg,brisbane,Jul-17,15297,329,80.5,287,4390239,5572105,19415,2017,7
20818,bundaberg,brisbane,Aug-17,16448,358,73.3,287,4720576,6439132,22436,2017,8
20819,bundaberg,brisbane,Sep-17,14775,306,73.4,287,4240425,5775588,20124,2017,9
20820,bundaberg,brisbane,Oct-17,14888,296,76.9,287,4272856,5553450,19350,2017,10
20821,bundaberg,brisbane,Nov-17,13923,299,72.6,287,3995901,5504086,19178,2017,11
20822,bundaberg,brisbane,Dec-17,14048,275,70.5,287,4031776,5715318,19914,2017,12
20823,bundaberg,brisbane,Jan-18,12946,282,63.1,287,3715502,5889240,20520,2018,1
20824,bundaberg,brisbane,Feb-18,11953,258,64.9,287,3430511,5286540,18420,2018,2
20825,bundaberg,brisbane,Mar-18,14541,288,69.9,287,4173267,5969600,20800,2018,3
20826,bundaberg,brisbane,Apr-18,13277,262,70.7,287,3810499,5392156,18788,2018,4
20827,bundaberg,brisbane,May-18,13631,272,69.4,287,3912097,5635532,19636,2018,5
20828,bundaberg,brisbane,Jun-18,13708,272,70.1,287,3934196,5614868,19564,2018,6
20829,bundaberg,brisbane,Jul-18,13932,272,70.9,287,3998484,5642420,19660,2018,7
20830,bundaberg,brisbane,Aug-18,13924,278,71.1,287,3996188,5618312,19576,2018,8
20831,bundaberg,brisbane,Sep-18,13965,264,73.9,287,4007955,5420856,18888,2018,9
20832,bundaberg,brisbane,Oct-18,14533,279,74.8,287,4170971,5577558,19434,2018,10
20833,bundaberg,brisbane,Nov-18,13503,300,70.1,287,3875361,5528768,19264,2018,11
20834,bundaberg,brisbane,Dec-18,12927,297,67.1,287,3710049,5532786,19278,2018,12
20835,bundaberg,brisbane,Jan-19,11095,278,61.7,287,3184265,5163704,17992,2019,1
20836,bundaberg,brisbane,Feb-19,11209,278,62.9,287,3216983,5116636,17828,2019,2
20837,bundaberg,brisbane,Mar-19,12875,304,66.2,287,3695125,5585020,19460,2019,3
20838,bundaberg,brisbane,Apr-19,12578,296,67.6,287,3609886,5338200,18600,2019,4
20839,bundaberg,brisbane,May-19,13183,306,69.6,287,3783521,5439224,18952,2019,5
20840,bundaberg,brisbane,Jun-19,12650,292,68.8,287,3630550,5278791,18393,2019,6
20841,bundaberg,brisbane,Jul-19,13355,312,67.7,287,3832885,5658492,19716,2019,7
20842,bundaberg,brisbane,Aug-19,13344,308,69.4,287,3829728,5518436,19228,2019,8
20843,bundaberg,brisbane,Sep-19,13492,300,72.4,287,3872204,5351976,18648,2019,9
20844,bundaberg,brisbane,Oct-19,14211,308,73.2,287,4078557,5573540,19420,2019,10
20845,bundaberg,brisbane,Nov-19,12929,300,68.8,287,3710623,5391008,18784,2019,11
20846,bundaberg,brisbane,Dec-19,12727,291,70.4,287,3652649,5188673,18079,2019,12
20847,bundaberg,brisbane,Jan-20,11110,271,67.0,287,3188570,4760182,16586,2020,1
20848,bundaberg,brisbane,Feb-20,11476,272,68.2,287,3293612,4827914,16822,2020,2
20849,bundaberg,brisbane,Mar-20,8209,253,52.1,287,2355983,4525990,15770,2020,3
20850,bundaberg,brisbane,Apr-20,0,0,0.0,287,0,0,0,2020,4
20851,bundaberg,brisbane,May-20,0,0,0.0,287,0,0,0,2020,5
20852,bundaberg,brisbane,Jun-20,0,0,0.0,287,0,0,0,2020,6
20853,bundaberg,brisbane,Jul-20,0,0,0.0,287,0,0,0,2020,7
20854,bundaberg,brisbane,Aug-20,0,0,0.0,287,0,0,0,2020,8
20855,bundaberg,brisbane,Sep-20,0,0,0.0,287,0,0,0,2020,9
20856,bundaberg,brisbane,Oct-20,0,0,0.0,287,0,0,0,2020,10
20857,bundaberg,brisbane,Nov-20,0,0,0.0,287,0,0,0,2020,11
20858,bundaberg,brisbane,Dec-20,0,0,0.0,287,0,0,0,2020,12
20859,bundaberg,brisbane,Jan-21,0,0,0.0,287,0,0,0,2021,1
20860,bundaberg,brisbane,Feb-21,0,0,0.0,287,0,0,0,2021,2
20861,bundaberg,brisbane,Mar-21,0,0,0.0,287,0,0,0,2021,3
20862,bundaberg,brisbane,Apr-21,0,0,0.0,287,0,0,0,2021,4
20863,bundaberg,brisbane,May-21,0,0,0.0,287,0,0,0,2021,5
20864,bundaberg,brisbane,Jun-21,0,0,0.0,287,0,0,0,2021,6
20865,bundaberg,brisbane,Jul-21,0,0,0.0,287,0,0,0,2021,7
20866,bundaberg,brisbane,Aug-21,0,0,0.0,287,0,0,0,2021,8
20867,bundaberg,brisbane,Sep-21,0,0,0.0,287,0,0,0,2021,9
20868,bundaberg,brisbane,Oct-21,0,0,0.0,287,0,0,0,2021,10
20869,bundaberg,brisbane,Nov-21,0,0,0.0,287,0,0,0,2021,11
20870,bundaberg,brisbane,Dec-21,0,0,0.0,287,0,0,0,2021,12
20871,bundaberg,brisbane,Jan-22,0,0,0.0,287,0,0,0,2022,1
20872,bundaberg,brisbane,Feb-22,0,0,0.0,287,0,0,0,2022,2
20873,bundaberg,brisbane,Mar-22,0,0,0.0,287,0,0,0,2022,3
20874,bundaberg,brisbane,Apr-22,0,0,0.0,287,0,0,0,2022,4
20875,bundaberg,brisbane,May-22,0,0,0.0,287,0,0,0,2022,5
20876,bundaberg,brisbane,Jun-22,0,0,0.0,287,0,0,0,2022,6
20877,bundaberg,brisbane,Jul-22,0,0,0.0,287,0,0,0,2022,7
20878,bundaberg,brisbane,Aug-22,0,0,0.0,287,0,0,0,2022,8
20879,bundaberg,brisbane,Sep-22,0,0,0.0,287,0,0,0,2022,9
20880,bundaberg,brisbane,Oct-22,0,0,0.0,287,0,0,0,2022,10
20881,bundaberg,brisbane,Nov-22,0,0,0.0,287,0,0,0,2022,11
20882,bundaberg,brisbane,Dec-22,0,0,0.0,287,0,0,0,2022,12
20883,bundaberg,brisbane,Jan-23,0,0,0.0,287,0,0,0,2023,1
20884,bundaberg,brisbane,Feb-23,9473,275,55.8,287,2718751,4876130,16990,2023,2
20885,bundaberg,brisbane,Mar-23,11258,310,59.5,287,3231046,5430040,18920,2023,3
20886,bundaberg,brisbane,Apr-23,9949,276,57.8,287,2855363,4943288,17224,2023,4
20887,bundaberg,brisbane,May-23,10885,312,56.8,287,3123995,5501503,19169,2023,5
20888,bundaberg,brisbane,Jun-23,11016,302,59.4,287,3161592,5323276,18548,2023,6
20889,bundaberg,brisbane,Jul-23,10955,301,59.0,287,3144085,5330738,18574,2023,7
20890,bundaberg,brisbane,Aug-23,12034,305,64.5,287,3453758,5356855,18665,2023,8
20891,bundaberg,brisbane,Sep-23,11835,290,67.4,287,3396645,5039720,17560,2023,9
20892,bundaberg,brisbane,Oct-23,12045,286,68.3,287,3456915,5063828,17644,2023,10
20893,bundaberg,brisbane,Nov-23,11739,300,64.0,287,3369093,5266450,18350,2023,11
20894,bundaberg,brisbane,Dec-23,10088,251,65.4,287,2895256,4423818,15414,2023,12
20895,bundaberg,brisbane,Jan-24,8832,201,66.6,287,2534784,3803898,13254,2024,1
20896,broome,perth,Jul-14,32407,307,81.1,1677,54346539,67034721,39973,2014,7
20897,broome,perth,Aug-14,31144,306,74.9,1677,52228488,69726306,41578,2014,8
20898,broome,perth,Sep-14,27889,299,70.0,1677,46769853,66856959,39867,2014,9
20899,broome,perth,Oct-14,28279,268,75.2,1677,47423883,63105510,37630,2014,10
20900,broome,perth,Nov-14,21764,240,64.3,1677,36498228,56773158,33854,2014,11
20901,broome,perth,Dec-14,20597,249,57.9,1677,34541169,59669337,35581,2014,12
20902,broome,perth,Jan-15,19192,248,55.2,1677,32184984,58299228,34764,2015,1
20903,broome,perth,Feb-15,15903,223,52.4,1677,26669331,50855025,30325,2015,2
20904,broome,perth,Mar-15,21336,255,65.0,1677,35780472,55013985,32805,2015,3
20905,broome,perth,Apr-15,25474,250,75.2,1677,42719898,56830176,33888,2015,4
20906,broome,perth,May-15,26012,251,77.8,1677,43622124,56085588,33444,2015,5
20907,broome,perth,Jun-15,27959,243,85.3,1677,46887243,54998892,32796,2015,6
20908,broome,perth,Jul-15,35149,312,86.5,1677,58944873,68119740,40620,2015,7
20909,broome,perth,Aug-15,31760,307,79.3,1677,53261520,67147080,40040,2015,8
20910,broome,perth,Sep-15,28151,299,73.8,1677,47209227,63982581,38153,2015,9
20911,broome,perth,Oct-15,28117,296,74.3,1677,47152209,63459357,37841,2015,10
20912,broome,perth,Nov-15,22178,250,69.7,1677,37192506,53372202,31826,2015,11
20913,broome,perth,Dec-15,21629,265,66.2,1677,36271833,54777528,32664,2015,12
20914,broome,perth,Jan-16,19507,252,70.0,1677,32713239,46758114,27882,2016,1
20915,broome,perth,Feb-16,15954,238,54.8,1677,26754858,48864426,29138,2016,2
20916,broome,perth,Mar-16,21541,257,65.5,1677,36124257,55124667,32871,2016,3
20917,broome,perth,Apr-16,25072,294,69.5,1677,42045744,60467589,36057,2016,4
20918,broome,perth,May-16,25372,285,71.9,1677,42548844,59214870,35310,2016,5
20919,broome,perth,Jun-16,27216,274,78.5,1677,45641232,58109727,34651,2016,6
20920,broome,perth,Jul-16,32440,309,82.9,1677,54401880,65609271,39123,2016,7
20921,broome,perth,Aug-16,29628,311,76.5,1677,49686156,64990458,38754,2016,8
20922,broome,perth,Sep-16,29620,301,81.2,1677,49672740,61170252,36476,2016,9
20923,broome,perth,Oct-16,27782,305,75.1,1677,46590414,62045646,36998,2016,10
20924,broome,perth,Nov-16,20948,247,68.9,1677,35129796,50967384,30392,2016,11
20925,broome,perth,Dec-16,20092,249,70.0,1677,33694284,48111453,28689,2016,12
20926,broome,perth,Jan-17,18137,253,63.9,1677,30415749,47422206,28278,2017,1
20927,broome,perth,Feb-17,14086,229,54.2,1677,23622222,43586907,25991,2017,2
20928,broome,perth,Mar-17,18562,263,62.1,1677,31128474,50232858,29954,2017,3
20929,broome,perth,Apr-17,22864,268,72.8,1677,38342928,52641030,31390,2017,4
20930,broome,perth,May-17,25244,283,78.9,1677,42334188,53653938,31994,2017,5
20931,broome,perth,Jun-17,29530,299,82.9,1677,49521810,59753187,35631,2017,6
20932,broome,perth,Jul-17,33860,332,85.0,1677,56783220,66820065,39845,2017,7
20933,broome,perth,Aug-17,33688,366,78.0,1677,56494776,72432984,43192,2017,8
20934,broome,perth,Sep-17,32215,360,78.8,1677,54024555,68528928,40864,2017,9
20935,broome,perth,Oct-17,33481,371,79.2,1677,56147637,70861635,42255,2017,10
20936,broome,perth,Nov-17,26222,330,71.7,1677,43974294,61327890,36570,2017,11
20937,broome,perth,Dec-17,25494,319,73.3,1677,42753438,58364631,34803,2017,12
20938,broome,perth,Jan-18,23735,285,75.1,1677,39803595,53003262,31606,2018,1
20939,broome,perth,Feb-18,19518,261,67.9,1677,32731686,48233874,28762,2018,2
20940,broome,perth,Mar-18,25869,309,75.3,1677,43382313,57589857,34341,2018,3
20941,broome,perth,Apr-18,28435,320,80.5,1677,47685495,59211516,35308,2018,4
20942,broome,perth,May-18,30544,336,82.2,1677,51222288,62320674,37162,2018,5
20943,broome,perth,Jun-18,30782,322,84.7,1677,51621414,60935472,36336,2018,6
20944,broome,perth,Jul-18,32570,336,86.8,1677,54619890,62952903,37539,2018,7
20945,broome,perth,Aug-18,32804,341,81.4,1677,55012308,67586454,40302,2018,8
20946,broome,perth,Sep-18,32277,337,80.3,1677,54128529,67371798,40174,2018,9
20947,broome,perth,Oct-18,31947,337,78.5,1677,53575119,68233776,40688,2018,10
20948,broome,perth,Nov-18,26123,283,81.3,1677,43808271,53870271,32123,2018,11
20949,broome,perth,Dec-18,24246,292,72.5,1677,40660542,56062110,33430,2018,12
20950,broome,perth,Jan-19,22472,293,67.5,1677,37685544,55823976,33288,2019,1
20951,broome,perth,Feb-19,18021,254,62.0,1677,30221217,48742005,29065,2019,2
20952,broome,perth,Mar-19,22083,283,66.9,1677,37033191,55362801,33013,2019,3
20953,broome,perth,Apr-19,27724,317,74.6,1677,46493148,62322351,37163,2019,4
20954,broome,perth,May-19,28751,331,75.5,1677,48215427,63892023,38099,2019,5
20955,broome,perth,Jun-19,30424,325,79.3,1677,51021048,64339782,38366,2019,6
20956,broome,perth,Jul-19,34630,341,88.7,1677,58074510,65438217,39021,2019,7
20957,broome,perth,Aug-19,33666,338,84.2,1677,56457882,67029690,39970,2019,8
20958,broome,perth,Sep-19,31534,328,83.9,1677,52882518,63026691,37583,2019,9
20959,broome,perth,Oct-19,31472,337,81.2,1677,52778544,65022321,38773,2019,10
20960,broome,perth,Nov-19,25027,277,75.0,1677,41970279,55984968,33384,2019,11
20961,broome,perth,Dec-19,23000,292,67.2,1677,38571000,57391971,34223,2019,12
20962,broome,perth,Jan-20,21701,278,65.6,1677,36392577,55475160,33080,2020,1
20963,broome,perth,Feb-20,18287,268,58.1,1677,30667299,52791960,31480,2020,2
20964,broome,perth,Mar-20,11120,172,57.5,1677,18648240,32408025,19325,2020,3
20965,broome,perth,Apr-20,1129,55,18.3,1677,1893333,10333674,6162,2020,4
20966,broome,perth,May-20,2111,46,35.3,1677,3540147,10028460,5980,2020,5
20967,broome,perth,Jun-20,6769,68,75.3,1677,11351613,15071199,8987,2020,6
20968,broome,perth,Jul-20,19194,160,85.0,1677,32188338,37880076,22588,2020,7
20969,broome,perth,Aug-20,24088,186,78.9,1677,40395576,51222288,30544,2020,8
20970,broome,perth,Sep-20,32850,278,76.6,1677,55089450,71916468,42884,2020,9
20971,broome,perth,Oct-20,34986,294,76.7,1677,58671522,76471200,45600,2020,10
20972,broome,perth,Nov-20,27913,278,68.5,1677,46810101,68367936,40768,2020,11
20973,broome,perth,Dec-20,24346,291,58.2,1677,40828242,70112016,41808,2020,12
20974,broome,perth,Jan-21,21267,245,62.9,1677,35664759,56669184,33792,2021,1
20975,broome,perth,Feb-21,10924,190,40.4,1677,18319548,45322602,27026,2021,2
20976,broome,perth,Mar-21,22534,240,64.6,1677,37789518,58487052,34876,2021,3
20977,broome,perth,Apr-21,31144,276,69.6,1677,52228488,75089352,44776,2021,4
20978,broome,perth,May-21,34744,275,76.3,1677,58265688,76323624,45512,2021,5
20979,broome,perth,Jun-21,35524,269,80.4,1677,59573748,74076444,44172,2021,6
20980,broome,perth,Jul-21,37545,282,78.0,1677,62962965,80698917,48121,2021,7
20981,broome,perth,Aug-21,39089,308,76.4,1677,65552253,85765134,51142,2021,8
20982,broome,perth,Sep-21,41873,350,70.9,1677,70221021,99045297,59061,2021,9
20983,broome,perth,Oct-21,43729,350,73.3,1677,73333533,100059882,59666,2021,10
20984,broome,perth,Nov-21,31314,273,67.6,1677,52513578,77712180,46340,2021,11
20985,broome,perth,Dec-21,25938,278,57.4,1677,43498026,75810462,45206,2021,12
20986,broome,perth,Jan-22,23635,255,61.1,1677,39635895,64869714,38682,2022,1
20987,broome,perth,Feb-22,13688,202,41.9,1677,22954776,54755727,32651,2022,2
20988,broome,perth,Mar-22,20695,216,58.6,1677,34705515,59231640,35320,2022,3
20989,broome,perth,Apr-22,31379,283,69.6,1677,52622583,75557235,45055,2022,4
20990,broome,perth,May-22,33669,303,68.7,1677,56462913,82246788,49044,2022,5
20991,broome,perth,Jun-22,37917,298,80.2,1677,63586809,79238250,47250,2022,6
20992,broome,perth,Jul-22,40247,322,82.5,1677,67494219,81793998,48774,2022,7
20993,broome,perth,Aug-22,38749,314,79.2,1677,64982073,82062318,48934,2022,8
20994,broome,perth,Sep-22,38877,328,79.2,1677,65196729,82313868,49084,2022,9
20995,broome,perth,Oct-22,35375,286,78.9,1677,59323875,75215127,44851,2022,10
20996,broome,perth,Nov-22,28033,238,82.0,1677,47011341,57296382,34166,2022,11
20997,broome,perth,Dec-22,23946,241,70.9,1677,40157442,56670861,33793,2022,12
20998,broome,perth,Jan-23,22736,232,72.2,1677,38128272,52790283,31479,2023,1
20999,broome,perth,Feb-23,18199,222,60.8,1677,30519723,50189256,29928,2023,2
21000,broome,perth,Mar-23,24775,254,73.4,1677,41547675,56566887,33731,2023,3
21001,broome,perth,Apr-23,28025,246,75.7,1677,46997925,62100987,37031,2023,4
21002,broome,perth,May-23,33059,273,79.3,1677,55439943,69944316,41708,2023,5
21003,broome,perth,Jun-23,36259,276,79.6,1677,60806343,76348779,45527,2023,6
21004,broome,perth,Jul-23,38496,284,84.9,1677,64557792,76006671,45323,2023,7
21005,broome,perth,Aug-23,38485,292,82.9,1677,64539345,77844663,46419,2023,8
21006,broome,perth,Sep-23,35818,278,80.2,1677,60066786,74891466,44658,2023,9
21007,broome,perth,Oct-23,36623,275,82.7,1677,61416771,74227374,44262,2023,10
21008,broome,perth,Nov-23,27691,252,76.3,1677,46437807,60843237,36281,2023,11
